CaseID,StructureID,StructureValue
3731,CONGPOST_order,order 2
3731,GSSTRUST3_order,order 2
3731,POLCRCT_order,order 1
3731,ECONFAIR2_order,order 2
3731,IMMCULT2_order,order 1
3731,GSSTRUST2_order,order 1
3731,SNSSKEP_order,order 1
3731,QBELIEF3_order,order 1
3731,QBELIEF4_order,order 1
3731,TWKNOW_order,order 1
3731,TWAUTO_order,order 2
3731,JOKE1_order,order 2
3731,CHOICE1_order,order 1
3731,WOMENOPPS_order,order 2
3731,FAIRTRT_order,order 1
3731,TALKREL_order,order 2
3733,SOCTRUST2_order,order 2
3733,CONGPOST_order,order 1
3733,GSSTRUST3_order,order 1
3733,POLCRCT_order,order 1
3733,ECONFAIR2_order,order 1
3733,IMMCULT2_order,order 1
3733,GSSTRUST2_order,order 1
3733,SNSSKEP_order,order 1
3733,QBELIEF3_order,order 1
3733,QBELIEF4_order,order 1
3733,TWKNOW_order,order 2
3733,TWAUTO_order,order 2
3733,JOKE1_order,order 1
3733,CHOICE1_order,order 2
3733,WOMENOPPS_order,order 1
3733,FAIRTRT_order,order 2
3733,TALKREL_order,order 1
3737,SOCTRUST2_order,order 1
3737,CONGPOST_order,
3737,GSSTRUST3_order,order 2
3737,POLCRCT_order,order 1
3737,ECONFAIR2_order,order 1
3737,IMMCULT2_order,order 1
3737,GSSTRUST2_order,order 1
3737,SNSSKEP_order,order 1
3737,QBELIEF3_order,order 2
3737,QBELIEF4_order,order 2
3737,TWKNOW_order,order 2
3737,TWAUTO_order,order 1
3737,JOKE1_order,order 1
3737,CHOICE1_order,order 1
3737,WOMENOPPS_order,order 1
3737,FAIRTRT_order,order 1
3737,TALKREL_order,order 2
3738,SOCTRUST2_order,order 2
3738,CONGPOST_order,order 1
3738,GSSTRUST3_order,order 1
3738,POLCRCT_order,order 2
3738,ECONFAIR2_order,order 1
3738,IMMCULT2_order,order 2
3738,GSSTRUST2_order,order 2
3738,SNSSKEP_order,order 2
3738,QBELIEF3_order,order 2
3738,QBELIEF4_order,order 2
3738,TWKNOW_order,order 2
3738,TWAUTO_order,order 1
3738,JOKE1_order,order 2
3738,CHOICE1_order,order 1
3738,WOMENOPPS_order,order 2
3738,FAIRTRT_order,order 1
3738,TALKREL_order,order 1
3739,SOCTRUST2_order,order 2
3739,CONGPOST_order,
3739,GSSTRUST3_order,order 2
3739,POLCRCT_order,order 1
3739,ECONFAIR2_order,order 1
3739,IMMCULT2_order,order 2
3739,GSSTRUST2_order,order 2
3739,SNSSKEP_order,order 1
3739,QBELIEF3_order,order 2
3739,QBELIEF4_order,order 2
3739,TWKNOW_order,order 2
3739,TWAUTO_order,order 1
3739,JOKE1_order,order 1
3739,CHOICE1_order,order 2
3739,WOMENOPPS_order,order 1
3739,FAIRTRT_order,order 2
3739,TALKREL_order,order 2
3740,SOCTRUST2_order,order 2
3740,CONGPOST_order,order 1
3740,GSSTRUST3_order,order 1
3740,POLCRCT_order,order 1
3740,ECONFAIR2_order,order 1
3740,IMMCULT2_order,order 1
3740,GSSTRUST2_order,order 1
3740,SNSSKEP_order,order 1
3740,QBELIEF3_order,order 2
3740,QBELIEF4_order,order 2
3740,TWKNOW_order,order 2
3740,TWAUTO_order,order 1
3740,JOKE1_order,order 1
3740,CHOICE1_order,order 2
3740,WOMENOPPS_order,order 2
3740,FAIRTRT_order,order 1
3740,TALKREL_order,order 1
3741,SOCTRUST2_order,order 2
3741,CONGPOST_order,order 2
3741,GSSTRUST3_order,order 2
3741,POLCRCT_order,order 2
3741,ECONFAIR2_order,order 1
3741,IMMCULT2_order,order 1
3741,GSSTRUST2_order,order 1
3741,SNSSKEP_order,order 1
3741,QBELIEF3_order,order 2
3741,QBELIEF4_order,order 2
3741,TWKNOW_order,order 2
3741,TWAUTO_order,order 1
3741,JOKE1_order,order 2
3741,CHOICE1_order,order 1
3741,WOMENOPPS_order,order 1
3741,FAIRTRT_order,order 1
3741,TALKREL_order,order 2
3742,SOCTRUST2_order,order 2
3742,CONGPOST_order,order 2
3742,GSSTRUST3_order,order 1
3742,POLCRCT_order,order 1
3742,ECONFAIR2_order,order 2
3742,IMMCULT2_order,order 2
3742,GSSTRUST2_order,order 2
3742,SNSSKEP_order,order 1
3742,QBELIEF3_order,order 1
3742,QBELIEF4_order,order 1
3742,TWKNOW_order,order 2
3742,TWAUTO_order,order 2
3742,JOKE1_order,order 2
3742,CHOICE1_order,order 2
3742,WOMENOPPS_order,order 2
3742,FAIRTRT_order,order 1
3742,TALKREL_order,order 2
3745,SOCTRUST2_order,order 2
3745,CONGPOST_order,
3745,GSSTRUST3_order,order 2
3745,POLCRCT_order,order 1
3745,ECONFAIR2_order,order 2
3745,IMMCULT2_order,order 2
3745,GSSTRUST2_order,order 1
3745,SNSSKEP_order,order 1
3745,QBELIEF3_order,order 2
3745,QBELIEF4_order,order 2
3745,TWKNOW_order,order 1
3745,TWAUTO_order,order 2
3745,JOKE1_order,order 2
3745,CHOICE1_order,order 2
3745,WOMENOPPS_order,order 1
3745,FAIRTRT_order,order 1
3745,TALKREL_order,order 2
3748,SOCTRUST2_order,order 1
3748,CONGPOST_order,order 1
3748,GSSTRUST3_order,order 2
3748,POLCRCT_order,order 1
3748,ECONFAIR2_order,order 1
3748,IMMCULT2_order,order 2
3748,GSSTRUST2_order,order 2
3748,SNSSKEP_order,order 1
3748,QBELIEF3_order,order 1
3748,QBELIEF4_order,order 1
3748,TWKNOW_order,order 2
3748,TWAUTO_order,order 1
3748,JOKE1_order,order 1
3748,CHOICE1_order,order 1
3748,WOMENOPPS_order,order 1
3748,FAIRTRT_order,order 1
3748,TALKREL_order,order 1
3752,SOCTRUST2_order,order 2
3752,CONGPOST_order,order 1
3752,GSSTRUST3_order,order 1
3752,POLCRCT_order,order 2
3752,ECONFAIR2_order,order 2
3752,IMMCULT2_order,order 1
3752,GSSTRUST2_order,order 1
3752,SNSSKEP_order,order 1
3752,QBELIEF3_order,order 2
3752,QBELIEF4_order,order 2
3752,TWKNOW_order,order 2
3752,TWAUTO_order,order 2
3752,JOKE1_order,order 1
3752,CHOICE1_order,order 1
3752,WOMENOPPS_order,order 1
3752,FAIRTRT_order,order 1
3752,TALKREL_order,order 2
3753,SOCTRUST2_order,order 2
3753,CONGPOST_order,order 1
3753,GSSTRUST3_order,order 1
3753,POLCRCT_order,order 1
3753,ECONFAIR2_order,order 1
3753,IMMCULT2_order,order 2
3753,GSSTRUST2_order,order 2
3753,SNSSKEP_order,order 2
3753,QBELIEF3_order,order 2
3753,QBELIEF4_order,order 2
3753,TWKNOW_order,order 1
3753,TWAUTO_order,order 2
3753,JOKE1_order,order 2
3753,CHOICE1_order,order 2
3753,WOMENOPPS_order,order 1
3753,FAIRTRT_order,order 2
3753,TALKREL_order,order 1
3754,SOCTRUST2_order,order 2
3754,CONGPOST_order,order 2
3754,GSSTRUST3_order,order 2
3754,POLCRCT_order,order 2
3754,ECONFAIR2_order,order 1
3754,IMMCULT2_order,order 2
3754,GSSTRUST2_order,order 1
3754,SNSSKEP_order,order 2
3754,QBELIEF3_order,order 1
3754,QBELIEF4_order,order 1
3754,TWKNOW_order,order 1
3754,TWAUTO_order,order 1
3754,JOKE1_order,order 1
3754,CHOICE1_order,order 2
3754,WOMENOPPS_order,order 2
3754,FAIRTRT_order,order 1
3754,TALKREL_order,order 2
3755,SOCTRUST2_order,order 1
3755,CONGPOST_order,
3755,GSSTRUST3_order,order 2
3755,POLCRCT_order,order 1
3755,ECONFAIR2_order,order 1
3755,IMMCULT2_order,order 2
3755,GSSTRUST2_order,order 1
3755,SNSSKEP_order,order 2
3755,QBELIEF3_order,order 1
3755,QBELIEF4_order,order 1
3755,TWKNOW_order,order 1
3755,TWAUTO_order,order 1
3755,JOKE1_order,order 1
3755,CHOICE1_order,order 2
3755,WOMENOPPS_order,order 1
3755,FAIRTRT_order,order 2
3755,TALKREL_order,order 2
3756,SOCTRUST2_order,order 2
3756,CONGPOST_order,order 1
3756,GSSTRUST3_order,order 1
3756,POLCRCT_order,order 1
3756,ECONFAIR2_order,order 2
3756,IMMCULT2_order,order 1
3756,GSSTRUST2_order,order 1
3756,SNSSKEP_order,order 2
3756,QBELIEF3_order,order 1
3756,QBELIEF4_order,order 1
3756,TWKNOW_order,order 1
3756,TWAUTO_order,order 2
3756,JOKE1_order,order 2
3756,CHOICE1_order,order 1
3756,WOMENOPPS_order,order 2
3756,FAIRTRT_order,order 1
3756,TALKREL_order,order 1
3758,SOCTRUST2_order,order 2
3758,CONGPOST_order,order 1
3758,GSSTRUST3_order,order 1
3758,POLCRCT_order,order 1
3758,ECONFAIR2_order,order 2
3758,IMMCULT2_order,order 2
3758,GSSTRUST2_order,order 2
3758,SNSSKEP_order,order 1
3758,QBELIEF3_order,order 2
3758,QBELIEF4_order,order 2
3758,TWKNOW_order,order 2
3758,TWAUTO_order,order 1
3758,JOKE1_order,order 2
3758,CHOICE1_order,order 2
3758,WOMENOPPS_order,order 1
3758,FAIRTRT_order,order 1
3758,TALKREL_order,order 1
3762,SOCTRUST2_order,order 2
3762,CONGPOST_order,order 1
3762,GSSTRUST3_order,order 1
3762,POLCRCT_order,order 2
3762,ECONFAIR2_order,order 2
3762,IMMCULT2_order,order 1
3762,GSSTRUST2_order,order 2
3762,SNSSKEP_order,order 1
3762,QBELIEF3_order,order 2
3762,QBELIEF4_order,order 2
3762,TWKNOW_order,order 1
3762,TWAUTO_order,order 2
3762,JOKE1_order,order 1
3762,CHOICE1_order,order 2
3762,WOMENOPPS_order,order 2
3762,FAIRTRT_order,order 2
3762,TALKREL_order,order 2
3764,SOCTRUST2_order,order 2
3764,CONGPOST_order,
3764,GSSTRUST3_order,order 1
3764,POLCRCT_order,order 2
3764,ECONFAIR2_order,order 1
3764,IMMCULT2_order,order 2
3764,GSSTRUST2_order,order 2
3764,SNSSKEP_order,order 2
3764,QBELIEF3_order,order 1
3764,QBELIEF4_order,order 1
3764,TWKNOW_order,order 2
3764,TWAUTO_order,order 1
3764,JOKE1_order,order 1
3764,CHOICE1_order,order 1
3764,WOMENOPPS_order,order 2
3764,FAIRTRT_order,order 2
3764,TALKREL_order,order 2
3765,SOCTRUST2_order,order 1
3765,CONGPOST_order,order 1
3765,GSSTRUST3_order,order 1
3765,POLCRCT_order,order 2
3765,ECONFAIR2_order,order 1
3765,IMMCULT2_order,order 1
3765,GSSTRUST2_order,order 2
3765,SNSSKEP_order,order 2
3765,QBELIEF3_order,order 2
3765,QBELIEF4_order,order 2
3765,TWKNOW_order,order 1
3765,TWAUTO_order,order 2
3765,JOKE1_order,order 2
3765,CHOICE1_order,order 2
3765,WOMENOPPS_order,order 2
3765,FAIRTRT_order,order 2
3765,TALKREL_order,order 2
3766,SOCTRUST2_order,order 1
3766,CONGPOST_order,order 2
3766,GSSTRUST3_order,order 1
3766,POLCRCT_order,order 1
3766,ECONFAIR2_order,order 2
3766,IMMCULT2_order,order 2
3766,GSSTRUST2_order,order 2
3766,SNSSKEP_order,order 1
3766,QBELIEF3_order,order 1
3766,QBELIEF4_order,order 1
3766,TWKNOW_order,order 1
3766,TWAUTO_order,order 1
3766,JOKE1_order,order 2
3766,CHOICE1_order,order 1
3766,WOMENOPPS_order,order 1
3766,FAIRTRT_order,order 1
3766,TALKREL_order,order 2
3768,SOCTRUST2_order,order 2
3768,CONGPOST_order,order 1
3768,GSSTRUST3_order,order 2
3768,POLCRCT_order,order 2
3768,ECONFAIR2_order,order 2
3768,IMMCULT2_order,order 2
3768,GSSTRUST2_order,order 2
3768,SNSSKEP_order,order 2
3768,QBELIEF3_order,order 1
3768,QBELIEF4_order,order 1
3768,TWKNOW_order,order 1
3768,TWAUTO_order,order 1
3768,JOKE1_order,order 1
3768,CHOICE1_order,order 2
3768,WOMENOPPS_order,order 1
3768,FAIRTRT_order,order 2
3768,TALKREL_order,order 1
3769,SOCTRUST2_order,order 1
3769,CONGPOST_order,order 1
3769,GSSTRUST3_order,order 2
3769,POLCRCT_order,order 2
3769,ECONFAIR2_order,order 1
3769,IMMCULT2_order,order 2
3769,GSSTRUST2_order,order 2
3769,SNSSKEP_order,order 2
3769,QBELIEF3_order,order 1
3769,QBELIEF4_order,order 1
3769,TWKNOW_order,order 2
3769,TWAUTO_order,order 1
3769,JOKE1_order,order 1
3769,CHOICE1_order,order 1
3769,WOMENOPPS_order,order 1
3769,FAIRTRT_order,order 1
3769,TALKREL_order,order 1
3770,SOCTRUST2_order,order 1
3770,CONGPOST_order,order 1
3770,GSSTRUST3_order,order 2
3770,POLCRCT_order,order 2
3770,ECONFAIR2_order,order 2
3770,IMMCULT2_order,order 1
3770,GSSTRUST2_order,order 2
3770,SNSSKEP_order,order 1
3770,QBELIEF3_order,order 1
3770,QBELIEF4_order,order 1
3770,TWKNOW_order,order 2
3770,TWAUTO_order,order 1
3770,JOKE1_order,order 2
3770,CHOICE1_order,order 2
3770,WOMENOPPS_order,order 2
3770,FAIRTRT_order,order 2
3770,TALKREL_order,order 2
3771,SOCTRUST2_order,order 2
3771,CONGPOST_order,
3771,GSSTRUST3_order,order 1
3771,POLCRCT_order,order 2
3771,ECONFAIR2_order,order 1
3771,IMMCULT2_order,order 2
3771,GSSTRUST2_order,order 2
3771,SNSSKEP_order,order 2
3771,QBELIEF3_order,order 2
3771,QBELIEF4_order,order 2
3771,TWKNOW_order,order 2
3771,TWAUTO_order,order 2
3771,JOKE1_order,order 1
3771,CHOICE1_order,order 2
3771,WOMENOPPS_order,order 2
3771,FAIRTRT_order,order 2
3771,TALKREL_order,order 1
3775,SOCTRUST2_order,order 1
3775,CONGPOST_order,
3775,GSSTRUST3_order,order 1
3775,POLCRCT_order,order 1
3775,ECONFAIR2_order,order 1
3775,IMMCULT2_order,order 1
3775,GSSTRUST2_order,order 1
3775,SNSSKEP_order,order 2
3775,QBELIEF3_order,order 1
3775,QBELIEF4_order,order 1
3775,TWKNOW_order,order 1
3775,TWAUTO_order,order 2
3775,JOKE1_order,order 1
3775,CHOICE1_order,order 1
3775,WOMENOPPS_order,order 1
3775,FAIRTRT_order,order 1
3775,TALKREL_order,order 2
3777,SOCTRUST2_order,order 1
3777,CONGPOST_order,order 1
3777,GSSTRUST3_order,order 1
3777,POLCRCT_order,order 1
3777,ECONFAIR2_order,order 2
3777,IMMCULT2_order,order 1
3777,GSSTRUST2_order,order 2
3777,SNSSKEP_order,order 2
3777,QBELIEF3_order,order 2
3777,QBELIEF4_order,order 2
3777,TWKNOW_order,order 1
3777,TWAUTO_order,order 2
3777,JOKE1_order,order 1
3777,CHOICE1_order,order 2
3777,WOMENOPPS_order,order 2
3777,FAIRTRT_order,order 2
3777,TALKREL_order,order 1
3778,SOCTRUST2_order,order 2
3778,CONGPOST_order,order 1
3778,GSSTRUST3_order,order 1
3778,POLCRCT_order,order 1
3778,ECONFAIR2_order,order 1
3778,IMMCULT2_order,order 1
3778,GSSTRUST2_order,order 1
3778,SNSSKEP_order,order 2
3778,QBELIEF3_order,order 1
3778,QBELIEF4_order,order 1
3778,TWKNOW_order,order 2
3778,TWAUTO_order,order 1
3778,JOKE1_order,order 2
3778,CHOICE1_order,order 2
3778,WOMENOPPS_order,order 2
3778,FAIRTRT_order,order 1
3778,TALKREL_order,order 1
3779,SOCTRUST2_order,order 1
3779,CONGPOST_order,
3779,GSSTRUST3_order,order 1
3779,POLCRCT_order,order 2
3779,ECONFAIR2_order,order 2
3779,IMMCULT2_order,order 2
3779,GSSTRUST2_order,order 2
3779,SNSSKEP_order,order 2
3779,QBELIEF3_order,order 2
3779,QBELIEF4_order,order 2
3779,TWKNOW_order,order 2
3779,TWAUTO_order,order 2
3779,JOKE1_order,order 2
3779,CHOICE1_order,order 2
3779,WOMENOPPS_order,order 1
3779,FAIRTRT_order,order 1
3779,TALKREL_order,order 1
3780,SOCTRUST2_order,order 2
3780,CONGPOST_order,order 2
3780,GSSTRUST3_order,order 1
3780,POLCRCT_order,order 1
3780,ECONFAIR2_order,order 2
3780,IMMCULT2_order,order 2
3780,GSSTRUST2_order,order 1
3780,SNSSKEP_order,order 1
3780,QBELIEF3_order,order 2
3780,QBELIEF4_order,order 2
3780,TWKNOW_order,order 2
3780,TWAUTO_order,order 1
3780,JOKE1_order,order 1
3780,CHOICE1_order,order 1
3780,WOMENOPPS_order,order 1
3780,FAIRTRT_order,order 1
3780,TALKREL_order,order 1
3782,SOCTRUST2_order,order 2
3782,CONGPOST_order,order 2
3782,GSSTRUST3_order,order 2
3782,POLCRCT_order,order 2
3782,ECONFAIR2_order,order 1
3782,IMMCULT2_order,order 2
3782,GSSTRUST2_order,order 2
3782,SNSSKEP_order,order 2
3782,QBELIEF3_order,order 2
3782,QBELIEF4_order,order 2
3782,TWKNOW_order,order 1
3782,TWAUTO_order,order 1
3782,JOKE1_order,order 2
3782,CHOICE1_order,order 2
3782,WOMENOPPS_order,order 2
3782,FAIRTRT_order,order 2
3782,TALKREL_order,order 1
3783,SOCTRUST2_order,order 2
3783,CONGPOST_order,order 2
3783,GSSTRUST3_order,order 2
3783,POLCRCT_order,order 2
3783,ECONFAIR2_order,order 1
3783,IMMCULT2_order,order 2
3783,GSSTRUST2_order,order 2
3783,SNSSKEP_order,order 1
3783,QBELIEF3_order,order 1
3783,QBELIEF4_order,order 1
3783,TWKNOW_order,order 2
3783,TWAUTO_order,order 2
3783,JOKE1_order,order 2
3783,CHOICE1_order,order 1
3783,WOMENOPPS_order,order 2
3783,FAIRTRT_order,order 2
3783,TALKREL_order,order 1
3785,SOCTRUST2_order,order 1
3785,CONGPOST_order,order 1
3785,GSSTRUST3_order,order 1
3785,POLCRCT_order,order 2
3785,ECONFAIR2_order,order 2
3785,IMMCULT2_order,order 1
3785,GSSTRUST2_order,order 2
3785,SNSSKEP_order,order 2
3785,QBELIEF3_order,order 1
3785,QBELIEF4_order,order 1
3785,TWKNOW_order,order 2
3785,TWAUTO_order,order 2
3785,JOKE1_order,order 1
3785,CHOICE1_order,order 2
3785,WOMENOPPS_order,order 1
3785,FAIRTRT_order,order 1
3785,TALKREL_order,order 1
3786,SOCTRUST2_order,order 2
3786,CONGPOST_order,order 1
3786,GSSTRUST3_order,order 1
3786,POLCRCT_order,order 1
3786,ECONFAIR2_order,order 1
3786,IMMCULT2_order,order 1
3786,GSSTRUST2_order,order 1
3786,SNSSKEP_order,order 2
3786,QBELIEF3_order,order 1
3786,QBELIEF4_order,order 1
3786,TWKNOW_order,order 1
3786,TWAUTO_order,order 2
3786,JOKE1_order,order 1
3786,CHOICE1_order,order 1
3786,WOMENOPPS_order,order 1
3786,FAIRTRT_order,order 1
3786,TALKREL_order,order 1
3788,SOCTRUST2_order,order 1
3788,CONGPOST_order,order 1
3788,GSSTRUST3_order,order 2
3788,POLCRCT_order,order 1
3788,ECONFAIR2_order,order 1
3788,IMMCULT2_order,order 1
3788,GSSTRUST2_order,order 2
3788,SNSSKEP_order,order 1
3788,QBELIEF3_order,order 2
3788,QBELIEF4_order,order 2
3788,TWKNOW_order,order 1
3788,TWAUTO_order,order 1
3788,JOKE1_order,order 1
3788,CHOICE1_order,order 1
3788,WOMENOPPS_order,order 2
3788,FAIRTRT_order,order 2
3788,TALKREL_order,order 2
3793,SOCTRUST2_order,order 1
3793,CONGPOST_order,order 1
3793,GSSTRUST3_order,order 1
3793,POLCRCT_order,order 2
3793,ECONFAIR2_order,order 2
3793,IMMCULT2_order,order 2
3793,GSSTRUST2_order,order 1
3793,SNSSKEP_order,order 1
3793,QBELIEF3_order,order 1
3793,QBELIEF4_order,order 1
3793,TWKNOW_order,order 2
3793,TWAUTO_order,order 1
3793,JOKE1_order,order 2
3793,CHOICE1_order,order 2
3793,WOMENOPPS_order,order 2
3793,FAIRTRT_order,order 1
3793,TALKREL_order,order 2
3800,SOCTRUST2_order,order 2
3800,CONGPOST_order,
3800,GSSTRUST3_order,order 2
3800,POLCRCT_order,order 1
3800,ECONFAIR2_order,order 1
3800,IMMCULT2_order,order 2
3800,GSSTRUST2_order,order 1
3800,SNSSKEP_order,order 2
3800,QBELIEF3_order,order 1
3800,QBELIEF4_order,order 1
3800,TWKNOW_order,order 1
3800,TWAUTO_order,order 2
3800,JOKE1_order,order 2
3800,CHOICE1_order,order 1
3800,WOMENOPPS_order,order 1
3800,FAIRTRT_order,order 1
3800,TALKREL_order,order 2
3801,SOCTRUST2_order,order 1
3801,CONGPOST_order,order 1
3801,GSSTRUST3_order,order 2
3801,POLCRCT_order,order 2
3801,ECONFAIR2_order,order 1
3801,IMMCULT2_order,order 1
3801,GSSTRUST2_order,order 1
3801,SNSSKEP_order,order 2
3801,QBELIEF3_order,order 1
3801,QBELIEF4_order,order 1
3801,TWKNOW_order,order 2
3801,TWAUTO_order,order 1
3801,JOKE1_order,order 2
3801,CHOICE1_order,order 1
3801,WOMENOPPS_order,order 2
3801,FAIRTRT_order,order 1
3801,TALKREL_order,order 2
3803,SOCTRUST2_order,order 2
3803,CONGPOST_order,order 1
3803,GSSTRUST3_order,order 2
3803,POLCRCT_order,order 1
3803,ECONFAIR2_order,order 2
3803,IMMCULT2_order,order 2
3803,GSSTRUST2_order,order 2
3803,SNSSKEP_order,order 1
3803,QBELIEF3_order,order 1
3803,QBELIEF4_order,order 1
3803,TWKNOW_order,order 2
3803,TWAUTO_order,order 1
3803,JOKE1_order,order 2
3803,CHOICE1_order,order 1
3803,WOMENOPPS_order,order 2
3803,FAIRTRT_order,order 2
3803,TALKREL_order,order 2
3804,SOCTRUST2_order,order 1
3804,CONGPOST_order,order 2
3804,GSSTRUST3_order,order 2
3804,POLCRCT_order,order 2
3804,ECONFAIR2_order,order 1
3804,IMMCULT2_order,order 1
3804,GSSTRUST2_order,order 1
3804,SNSSKEP_order,order 1
3804,QBELIEF3_order,order 2
3804,QBELIEF4_order,order 2
3804,TWKNOW_order,order 2
3804,TWAUTO_order,order 1
3804,JOKE1_order,order 1
3804,CHOICE1_order,order 2
3804,WOMENOPPS_order,order 2
3804,FAIRTRT_order,order 1
3804,TALKREL_order,order 1
3808,SOCTRUST2_order,order 1
3808,CONGPOST_order,order 2
3808,GSSTRUST3_order,order 1
3808,POLCRCT_order,order 2
3808,ECONFAIR2_order,order 1
3808,IMMCULT2_order,order 2
3808,GSSTRUST2_order,order 2
3808,SNSSKEP_order,order 2
3808,QBELIEF3_order,order 1
3808,QBELIEF4_order,order 1
3808,TWKNOW_order,order 1
3808,TWAUTO_order,order 2
3808,JOKE1_order,order 2
3808,CHOICE1_order,order 2
3808,WOMENOPPS_order,order 2
3808,FAIRTRT_order,order 2
3808,TALKREL_order,order 2
3809,SOCTRUST2_order,order 2
3809,CONGPOST_order,order 2
3809,GSSTRUST3_order,order 2
3809,POLCRCT_order,order 2
3809,ECONFAIR2_order,order 1
3809,IMMCULT2_order,order 1
3809,GSSTRUST2_order,order 1
3809,SNSSKEP_order,order 1
3809,QBELIEF3_order,order 1
3809,QBELIEF4_order,order 1
3809,TWKNOW_order,order 2
3809,TWAUTO_order,order 1
3809,JOKE1_order,order 2
3809,CHOICE1_order,order 1
3809,WOMENOPPS_order,order 1
3809,FAIRTRT_order,order 2
3809,TALKREL_order,order 2
3813,SOCTRUST2_order,order 1
3813,CONGPOST_order,order 1
3813,GSSTRUST3_order,order 1
3813,POLCRCT_order,order 1
3813,ECONFAIR2_order,order 1
3813,IMMCULT2_order,order 1
3813,GSSTRUST2_order,order 1
3813,SNSSKEP_order,order 1
3813,QBELIEF3_order,order 1
3813,QBELIEF4_order,order 1
3813,TWKNOW_order,order 1
3813,TWAUTO_order,order 2
3813,JOKE1_order,order 1
3813,CHOICE1_order,order 2
3813,WOMENOPPS_order,order 1
3813,FAIRTRT_order,order 2
3813,TALKREL_order,order 2
3814,SOCTRUST2_order,order 1
3814,CONGPOST_order,order 2
3814,GSSTRUST3_order,order 2
3814,POLCRCT_order,order 2
3814,ECONFAIR2_order,order 2
3814,IMMCULT2_order,order 2
3814,GSSTRUST2_order,order 2
3814,SNSSKEP_order,order 1
3814,QBELIEF3_order,order 2
3814,QBELIEF4_order,order 2
3814,TWKNOW_order,order 2
3814,TWAUTO_order,order 1
3814,JOKE1_order,order 2
3814,CHOICE1_order,order 1
3814,WOMENOPPS_order,order 2
3814,FAIRTRT_order,order 2
3814,TALKREL_order,order 2
3818,SOCTRUST2_order,order 1
3818,CONGPOST_order,order 1
3818,GSSTRUST3_order,order 2
3818,POLCRCT_order,order 1
3818,ECONFAIR2_order,order 1
3818,IMMCULT2_order,order 2
3818,GSSTRUST2_order,order 1
3818,SNSSKEP_order,order 2
3818,QBELIEF3_order,order 2
3818,QBELIEF4_order,order 2
3818,TWKNOW_order,order 2
3818,TWAUTO_order,order 1
3818,JOKE1_order,order 2
3818,CHOICE1_order,order 1
3818,WOMENOPPS_order,order 1
3818,FAIRTRT_order,order 1
3818,TALKREL_order,order 2
3819,SOCTRUST2_order,order 2
3819,CONGPOST_order,order 2
3819,GSSTRUST3_order,order 1
3819,POLCRCT_order,order 1
3819,ECONFAIR2_order,order 1
3819,IMMCULT2_order,order 1
3819,GSSTRUST2_order,order 2
3819,SNSSKEP_order,order 2
3819,QBELIEF3_order,order 1
3819,QBELIEF4_order,order 1
3819,TWKNOW_order,order 1
3819,TWAUTO_order,order 1
3819,JOKE1_order,order 2
3819,CHOICE1_order,order 1
3819,WOMENOPPS_order,order 1
3819,FAIRTRT_order,order 2
3819,TALKREL_order,order 1
3820,SOCTRUST2_order,order 1
3820,CONGPOST_order,order 1
3820,GSSTRUST3_order,order 1
3820,POLCRCT_order,order 1
3820,ECONFAIR2_order,order 1
3820,IMMCULT2_order,order 2
3820,GSSTRUST2_order,order 2
3820,SNSSKEP_order,order 1
3820,QBELIEF3_order,order 1
3820,QBELIEF4_order,order 1
3820,TWKNOW_order,order 2
3820,TWAUTO_order,order 2
3820,JOKE1_order,order 1
3820,CHOICE1_order,order 1
3820,WOMENOPPS_order,order 1
3820,FAIRTRT_order,order 1
3820,TALKREL_order,order 1
3822,SOCTRUST2_order,order 1
3822,CONGPOST_order,order 1
3822,GSSTRUST3_order,order 1
3822,POLCRCT_order,order 1
3822,ECONFAIR2_order,order 2
3822,IMMCULT2_order,order 2
3822,GSSTRUST2_order,order 1
3822,SNSSKEP_order,order 2
3822,QBELIEF3_order,order 1
3822,QBELIEF4_order,order 1
3822,TWKNOW_order,order 1
3822,TWAUTO_order,order 2
3822,JOKE1_order,order 1
3822,CHOICE1_order,order 2
3822,WOMENOPPS_order,order 2
3822,FAIRTRT_order,order 1
3822,TALKREL_order,order 1
3824,SOCTRUST2_order,order 2
3824,CONGPOST_order,order 2
3824,GSSTRUST3_order,order 2
3824,POLCRCT_order,order 1
3824,ECONFAIR2_order,order 1
3824,IMMCULT2_order,order 1
3824,GSSTRUST2_order,order 1
3824,SNSSKEP_order,order 1
3824,QBELIEF3_order,order 2
3824,QBELIEF4_order,order 2
3824,TWKNOW_order,order 2
3824,TWAUTO_order,order 1
3824,JOKE1_order,order 1
3824,CHOICE1_order,order 2
3824,WOMENOPPS_order,order 1
3824,FAIRTRT_order,order 1
3824,TALKREL_order,order 1
3833,SOCTRUST2_order,order 1
3833,CONGPOST_order,
3833,GSSTRUST3_order,order 2
3833,POLCRCT_order,order 2
3833,ECONFAIR2_order,order 1
3833,IMMCULT2_order,order 2
3833,GSSTRUST2_order,order 1
3833,SNSSKEP_order,order 1
3833,QBELIEF3_order,order 2
3833,QBELIEF4_order,order 2
3833,TWKNOW_order,order 2
3833,TWAUTO_order,order 1
3833,JOKE1_order,order 2
3833,CHOICE1_order,order 1
3833,WOMENOPPS_order,order 2
3833,FAIRTRT_order,order 2
3833,TALKREL_order,order 1
3834,SOCTRUST2_order,order 1
3834,CONGPOST_order,order 2
3834,GSSTRUST3_order,order 1
